"Sensitivity Excess Phase - dB SPL/watt (8 ohms, @0.50 meters) (High)"
      "Hz"  "Mag (dB)"       "deg"
2500.000000, 5.790, 51.6348
2580.000000, 4.662, 48.2354
2650.000000, 3.934, 47.3721
2720.000000, 2.835, 49.8887
2800.000000, 2.459, 57.6069
2900.000000, 3.129, 63.7329
3000.000000, 3.618, 63.0796
3070.000000, 3.591, 63.8560
3150.000000, 3.796, 67.0137
3250.000000, 4.693, 66.4897
3350.000000, 4.214, 61.9736
3450.000000, 3.678, 65.8540
3550.000000, 3.539, 71.9243
3650.000000, 4.305, 79.3823
3750.000000, 5.177, 83.0073
3870.000000, 7.173, 85.5752
4000.000000, 7.900, 75.5967
4120.000000, 7.580, 72.3608
4250.000000, 7.798, 73.7524
4370.000000, 8.498, 74.2261
4500.000000, 9.224, 69.1743
4620.000000, 9.083, 66.4585
4750.000000, 9.597, 66.8145
4870.000000, 10.463, 62.7124
5000.000000, 10.418, 53.8545
5150.000000, 9.494, 49.1860
5300.000000, 9.063, 51.5195
5450.000000, 9.253, 51.5991
5600.000000, 9.594, 49.4292
5800.000000, 9.578, 43.6226
6000.000000, 9.258, 40.3862
6150.000000, 9.123, 37.6279
6300.000000, 8.874, 34.0967
6500.000000, 7.929, 29.6177
6700.000000, 6.789, 29.9277
6900.000000, 5.645, 34.2124
7100.000000, 5.500, 41.2324
7300.000000, 5.412, 43.3467
7500.000000, 5.263, 49.4575
7750.000000, 6.511, 55.9102
8000.000000, 7.720, 54.6401
8250.000000, 8.421, 48.0986
8500.000000, 8.619, 44.0122
8750.000000, 9.014, 36.4858
9000.000000, 8.223, 28.2437
9250.000000, 6.924, 29.1289
9500.000000, 6.713, 34.8003
9750.000000, 7.340, 36.9878
10000.000000, 8.007, 35.7451
10300.000000, 8.958, 31.9829
10600.000000, 9.717, 22.8628
10900.000000, 9.533, 10.5098
11200.000000, 8.223, 5.0693
11500.000000, 7.634, 8.3296
11800.000000, 8.624, 8.9766
12200.000000, 9.643, -5.7651
12500.000000, 8.657, -16.4077
12800.000000, 7.580, -18.8428
13200.000000, 7.546, -22.4648
13600.000000, 7.688, -35.3149
